alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,class_0,class_1,class_2
13.58,2.58,2.69,24.5,105.0,1.55,0.84,0.39,1.54,8.66,0.74,1.8,750.0,False,False,True
13.4,4.6,2.86,25.0,112.0,1.98,0.96,0.27,1.11,8.5,0.67,1.92,630.0,False,False,True
13.596142784252146,4.339730695606245,2.6523954599754855,15.503828391666554,107.33640583715056,2.457958290177547,3.367392906514466,0.24698265310195835,1.863330823410362,8.600270288388415,1.1358766195199381,3.536827967916997,1343.9328969987175,True,False,False
12.81205680691763,4.267403365295592,2.394600634686176,16.542367146840817,124.60505279723608,2.8247210976725743,3.2138409700723285,0.25036688085336095,2.207774915168999,8.37290187388976,1.2490527562001414,3.3908367479252206,1219.4426235876083,True,False,False
14.097740062355465,4.2824395530045,2.173820525793222,15.855755812169887,120.73149182312903,3.0099790380804654,3.1165126003854766,0.31843509094084255,2.2136292142607257,4.741480323525103,1.0884566438647028,3.456221621372636,1328.2669796594193,True,False,False
13.11361466474988,2.999102489183839,2.633997815254526,16.837720787809726,119.58204674815977,3.0968332033691235,3.3503991980136467,0.22480921761047828,1.7047061251508802,5.414142520582548,1.1801299950868915,2.9840154407914703,1349.457065659786,True,False,False
13.215067440114773,3.3688062438226067,2.7249971245066362,16.359895881337735,126.41644843584811,3.124007723907864,3.1621015914732853,0.25511418465479,1.9236813063966736,5.185199237730856,1.2367921929101426,3.0611713345908305,1237.3085263217056,True,False,False
13.59203945433932,3.569961143728613,2.2926279056914742,17.037922192639698,105.94905743811556,3.1239115251480385,3.1571982246120216,0.29795856792634084,1.9842278435114837,7.407734847559421,1.2132340532363908,3.3379122405219173,1306.1213370064336,True,False,False
13.269539440032712,2.9710894485866346,2.2344653730563646,17.8580766161016,115.45525530869784,2.6379387730078596,3.3326188705711006,0.2590234762799989,2.390020784397537,7.3608129992469244,1.045791748617273,3.5706671493084303,1343.3207807376937,True,False,False
13.497758944897184,3.6215416165123386,2.4620851975122284,17.054296748606333,110.05052268349002,3.117030218394463,3.3009806576674627,0.2323141037714029,2.1818352187924996,7.48141375176359,0.9757451870473902,3.2574655475848644,1237.0709611028046,True,False,False
14.072195389562598,3.8002626904447396,2.76920824349929,16.065775355643428,122.72875907652856,2.978575023346749,2.449339772356134,0.24810149704291148,2.3871627765803756,4.080032072182603,1.0905842809182797,3.57432290434219,1313.4569050209016,True,False,False
13.634689046495568,2.5533634999372765,2.6918506849869086,15.934723644121998,115.86908784708339,2.748368234341287,2.9267527029892397,0.24650195239475015,2.1407579024537373,6.778776352075184,1.2287204185702434,3.4295874945309164,1236.333602710194,True,False,False
13.860752569777624,3.5174043210564108,2.210145722792907,15.723300176597382,94.85231203164736,2.889434672207047,2.6592876514479062,0.23469500015791903,1.4381763023500453,8.463956013134517,1.1476287236955534,3.4696037173289973,1331.2809244992445,True,False,False
12.240354155263011,2.201956138005941,2.5563456560403557,16.079563840164788,126.51330676116753,2.9903705817918236,3.1355936736036307,0.22785634429452534,1.903996194293719,3.5699310871288112,1.0851545994255003,2.968441408079136,1322.823436429367,True,False,False
13.059822968848014,2.118444977341058,2.4684688476906227,15.605951809066433,128.1660790236369,2.49311831213002,3.034800604118164,0.2217488132649284,1.9667963530701362,7.689638257383428,1.244660464414625,3.254709300520382,1212.711323527811,True,False,False
13.998633233867075,3.931655699537564,2.8476893144696227,16.81657432221626,104.79764561007903,3.130601558928669,3.236236628554848,0.2101758222467291,1.4504219420352176,5.019957558469246,0.9248000062291748,3.5158768430401963,1225.125042461848,True,False,False
14.03096094932288,4.232486456839092,2.482677632983475,17.073455611189047,117.60449365514626,3.0897454325032867,3.200092410288012,0.21877403924103175,1.8738438378229185,8.53703825304984,0.9698319371362063,3.414338624383531,1054.1187830860986,True,False,False
13.653806147322706,2.632176804100529,2.379139759925946,15.706265960497555,99.280950747748,2.890557982101922,3.1452419879669593,0.22933436213686303,1.8488846398292684,4.020573953524356,1.2654547201511377,2.973894918014965,1292.6454925431365,True,False,False
13.238408739263159,3.904797962607347,2.0826674797769336,16.50733847017329,112.96719396425253,2.9210984361036103,3.297260344582475,0.2202706142968903,1.7989151110037331,6.020485826287679,1.1253848383885532,3.2174961461129152,1227.0757211417863,True,False,False
13.75052355535582,1.623405144945749,2.1329499107058023,15.855980184708892,121.90700383298707,2.7730127350150684,3.052024030066325,0.25563891420174256,1.5286246877114398,4.324169746475199,1.2108404431000301,3.1033062395014634,1332.3162708174036,True,False,False
13.82688831126794,1.9213985283603943,2.75120687501607,16.980763894540388,107.23326051328357,2.921599538467934,3.245552944003963,0.3501859132687546,2.1384989416695044,5.001947470001803,1.1314110883419317,3.393615631735684,1350.780540057877,True,False,False
13.321997634994887,4.207689246547499,2.4255191450296167,16.855217839795976,104.6924979050501,2.8361050742585827,3.3592099227997583,0.4737642626451942,2.408655824672874,8.091619004398368,1.2036585848288326,3.457674813686276,1285.2677366816972,True,False,False
12.721872324593479,4.3329899593032035,2.5327648525976865,16.270715358057803,91.85312886139168,2.9757230050703796,3.342127687316056,0.2916008419469721,2.3384782535358446,6.662778750081937,1.2519188198892017,3.1947086412019168,1122.749455424772,True,False,False
14.043794249398909,3.4914543578889967,2.1331961934492885,15.850884665603205,124.54597064723285,3.001055816161605,2.3983195363533616,0.20369132342786253,2.2211427624131383,4.635172758975775,1.1953997814518034,3.252888464224003,1255.6054915195639,True,False,False
12.253770789674434,2.1803651261067722,2.847136817104717,15.77951644121455,124.62758786829681,3.107365422484282,2.976905147864624,0.35730083223308934,1.4687192654058987,3.656432307926284,1.135407372550824,2.8273431855425244,1309.8980276943462,True,False,False
13.835473893720264,3.783147296076886,2.6980838663828868,15.763303910668702,103.26624509902055,3.060249027175948,3.2221138218870644,0.3582763420571389,1.9241906400059439,7.453246215900766,1.2632244458932393,3.4760742917237266,1071.7576783996924,True,False,False
13.771882186585835,3.3570284278598934,2.8493161423555,15.600252435608901,102.87050385041493,2.570218386821362,3.3932116825284275,0.25092092245403236,1.5691388939345783,7.425450072171628,0.9784666673233713,3.260339454742273,1296.8084905125395,True,False,False
13.543463637159102,4.320143873195387,2.2229604876574562,16.75307187105438,101.62203157708528,3.124852173698807,2.4053339369996207,0.2525602209980326,1.9099235351561463,7.435594016395667,1.1432305276932118,3.5659785185532042,1349.8075330099298,True,False,False
13.763180449477458,3.2126117026776053,2.7741664639076857,16.52566953326333,117.86609843370942,2.5865271209344516,3.3267918747350427,0.3018728423206079,2.2993404836173754,4.148236327874624,1.198976995995884,2.7772395475967873,1335.975343222569,True,False,False
13.456955577590309,4.160186284406562,2.838124150835057,15.86987601540684,112.1577839815909,3.047294926109173,3.208855656205718,0.3358061989892901,2.199075184776433,4.9417596727519015,1.0516141190960098,3.0092804948927574,1272.6208315546448,True,False,False
13.13269680263002,2.0017225897749813,2.5038704608577858,17.401596781219883,94.14580669650837,2.7960454851859087,3.3670723325581235,0.20945537322302404,2.216040992322105,2.9720015681184915,1.2614606553967178,3.5398860447903155,1185.5551887303047,True,False,False
14.073914528892319,3.23803325024176,2.7830764675269326,16.102539453671305,99.01681400615672,3.0823952245584327,3.2747347366118333,0.2516581448077962,2.3684481715105776,6.943426569833727,1.2463590787282808,3.1312522090401416,893.8622058316723,True,False,False
13.640085337329891,3.1124926700799493,2.615435952449445,19.88866570596158,113.73390583153798,2.969620992612648,3.2631559036406914,0.2063002916016437,1.818536543639593,7.463890387660828,1.2130501375365705,3.0733126595779767,1301.816267036976,True,False,False
13.287223019578109,2.0028569739444384,2.808529918351958,16.33311060088103,123.83861750994916,3.0708755092983275,3.3158753728118535,0.4065452131043572,2.3445976737753798,3.3345298207787293,1.1351014599190923,2.6062933573490827,1207.2946489072701,True,False,False
12.819857726130692,3.617716671607937,2.789817338788486,15.937055785147257,122.83322198180004,3.0817907364420467,2.8316891642712747,0.2105650265350769,2.409809025643943,8.453297963598926,1.269665094508733,2.7474570177000266,1007.3869201043244,True,False,False
13.897130046095217,4.305922216835317,2.0237608696603404,16.740287264589682,113.88968861229168,2.994112915876638,3.3623910686573213,0.37711019833874815,2.2827820580104015,7.418500857753151,1.0671282615527815,3.541863875522296,1064.560413259446,True,False,False
13.962830019935359,4.206051524034973,2.1061536458597367,16.95032713191076,91.21705377899124,2.56443414883396,3.338289674123663,0.292689718359477,2.138589862250776,7.929309772840972,0.9411990888128727,3.4778323489008014,1294.9266648350665,True,False,False
13.534120076955253,3.5376384538012653,2.5417360940577987,15.747713120590882,126.81546543130361,2.863026753699173,3.1587970476079086,0.46347884952191254,1.1636188309009419,6.842545676437715,1.2018314610953114,3.3067109561455816,1238.3085673123724,True,False,False
12.74528448501472,3.0058429207249118,2.326988374040727,16.400071358367708,115.14682763551038,2.2443842457296643,3.3010815813529497,0.23062319465141956,2.2138997860308747,6.7518992697138245,1.2315692757283436,3.1113208494285294,1336.1674843437588,True,False,False
12.903268999045686,4.081424579618043,2.6836762504060037,20.245826510883198,126.36898720069495,3.0959950917268744,3.3400528556072135,0.33062327256627705,2.4134107272332175,8.130793364151605,1.0816252125695105,3.318772354566146,1250.5589495126248,True,False,False
12.630859440012978,3.956859586308534,2.1670389182451273,15.8779431861172,122.01227100419172,2.5200578483045284,3.377539026162255,0.23959455384128728,2.0173819077326547,7.751992990067994,1.1326146626771225,3.080126220011626,1220.8342031459908,True,False,False
13.213395484348043,2.454604111652581,2.498263953923396,15.900238480211044,109.1348323602969,2.8446146831642087,3.0723411776000864,0.20743594209334387,1.827231131456554,6.1859982021753845,0.9136616097046788,3.472930834530498,1355.5571271435535,True,False,False
13.92590799887455,1.7187245526071733,2.655448976238188,16.022087752753784,122.54764107024235,2.827230101916466,2.9446168685672998,0.39979251338668287,1.0934465960350774,6.667231379571927,1.2664707971514444,2.698050985460331,1272.1609918800507,True,False,False
13.334675168259883,4.185812948424691,2.7167904698975427,15.962741572429978,107.12162584966919,3.002619481148728,3.1803080618977084,0.32392199651733,1.9555496878784013,7.287721960514359,1.0274887333434588,3.0014927362259396,1340.1993165790086,True,False,False
13.712686945310539,3.809992193227151,2.167462282256123,16.63573096876442,121.6050249761408,3.0910395640180948,2.891604050815971,0.2870279848896191,2.3471682099942464,7.462927886667917,1.169317182744385,3.097050673940652,1114.7742831884177,True,False,False
12.712391563345424,2.2478407668329474,2.661546398343585,17.179817715948968,126.49457601440629,2.531717792363049,3.1980510460497014,0.3415698159410745,2.286102425022032,6.632633448987898,1.1164772618046643,3.470649853395802,1353.0511115396582,True,False,False
14.078119076094866,1.5129955836764617,2.686130926838757,18.264906633278546,128.19003873928222,3.112222263357639,2.4671425316052242,0.23765459490326762,1.5574811266429165,8.425142114556504,1.0809091741496326,3.3752366114169225,1307.2656135471277,True,False,False
12.261606405407877,3.1177122158900423,2.610009749518375,17.480176041041478,106.12499064684748,2.7275293298492436,3.3760755886128146,0.23140661611666385,1.452552766617085,8.22268126409411,1.223199129643989,3.542945397180366,1263.9751262903717,True,False,False
12.781642847396318,3.85207917727063,2.1202715703867923,15.878624296533765,85.97713628936869,2.902562142778226,3.114973584058789,0.22735705661284517,1.7284646420078913,5.315102005431877,1.2285600006766422,3.4318715811634295,1163.9934093265335,True,False,False
13.681054169821275,1.7554954615862441,2.6093723149940824,17.55152235257388,105.75737142816322,3.1246348302186107,3.3540434583438596,0.4054489074300739,1.3386725275602047,7.046829313230798,1.2181595611568978,3.541475674798109,1233.4738155086695,True,False,False
14.096313963612728,3.6501878907068557,2.2508959583592794,16.9423913088133,121.88554360812151,2.794689929632918,2.641515829002456,0.2676884187340395,1.6816387810803564,7.23780766920581,1.2409001001346578,3.428065035032347,1306.5148561239748,True,False,False
13.933893033756881,2.085176697852127,2.7306423916424647,16.075042292191323,115.19411164718964,2.707921965431515,3.0582372786662724,0.2480080171606895,1.921851455551236,3.8305830106199923,1.0497896724539109,3.3363294504846897,1311.4838353706225,True,False,False
14.086103883816603,2.8231656417404247,2.157628963115754,17.867006138869876,115.2632933650884,3.1230736094943374,3.129430017445289,0.26386378638645397,1.1277886959858032,7.959918353105414,0.9451255820609992,3.4514258458942155,1149.4131038356356,True,False,False
12.343857698214524,2.681146186235474,2.390328464007974,17.47258368365046,127.6402298345781,2.6289119277230824,3.370099810368993,0.45970830713718824,2.179521315260138,8.050926692967735,1.2428103934360855,3.19065020674622,1341.8179044795527,True,False,False
12.897741851155594,2.106330581523562,2.4007812933520554,16.21389071663065,105.35964759303029,2.5182719467540844,3.3412790810777224,0.35294127550346976,2.1850927535718845,7.820696291200492,1.2617993184763594,3.4272059865724316,1225.9685991574747,True,False,False
12.714784877055891,2.8313771319034275,2.0467785206034446,15.557049773240486,103.1908494262194,2.931284308121847,2.9537092581974154,0.27458234737926546,1.7349179290865395,8.532609143730273,1.213330291413893,3.0391794880916194,1328.4601964634296,True,False,False
14.11184853325998,2.1114305048685176,2.19483935695777,15.559360909699315,96.76404258418387,2.644120039057251,3.3651173727227643,0.30672701564123583,1.2986015879783634,8.35527151320365,1.0946447653619218,2.868311159499048,1351.1663370016527,True,False,False
13.891686677204095,3.735513455921721,2.8364465855334458,18.18383552280751,124.35719687786279,3.0035491895323005,3.0448488708842154,0.25707318051992323,1.209791210795389,3.741596711672814,1.0727850161730978,2.9072168615381924,1345.0528006487705,True,False,False
13.657488113914031,1.7749912370906125,2.393793124583097,15.894492791764636,123.58887385519063,3.101627937515228,2.9781022500277325,0.31316379309418635,1.7044902040203018,7.143582733200002,1.0224967587759073,3.4379232505634483,1167.0277081104819,True,False,False
13.328173269452659,2.476593377584758,2.728431176956314,16.32429686468465,110.41462331518842,3.1271496460537924,3.1651194174241697,0.22265172790819865,1.1808710352539136,4.0853179386131995,1.2567426274955131,2.6818892142806843,1184.5332003831713,True,False,False
12.78765410898984,3.574058198885737,2.6720465081478024,20.582569711740284,126.90946576007451,3.090349720208915,3.338665375460672,0.22633437461424202,2.3315659507136814,4.064112224512573,1.1201000457804484,3.5200164243263607,1189.026851869358,True,False,False
12.445172600222504,1.8034828143248278,2.113782486560177,15.51773962191489,125.74452079358252,2.9166621141972957,3.0386296782111026,0.2034655043416999,1.5653493361946025,6.38936301052307,0.9839108590698993,2.7139772925170473,1350.10142753074,True,False,False
13.74725756566957,2.444251280671807,2.515209797034001,15.688132153082453,89.93334737495867,2.7188525067559617,3.3221941004597584,0.25557248360612655,1.5757471635636218,4.378414193206849,1.2361762266580794,3.0177522066621973,1275.1536437099464,True,False,False
13.682702250282926,2.8908324571913635,2.166306785053369,24.086323354037788,127.53013532158369,3.04700357428616,3.377206459010469,0.22655879467288584,2.3593313246832617,7.264360337787642,1.2029865208359223,3.313075284528834,1158.535216120358,True,False,False
13.555988105366106,1.5191556405368618,2.2353219039056986,15.997911480636443,105.67757330902094,2.6360613723049857,3.2962169777113752,0.23751366060615714,1.8009948448919122,6.299280896188578,1.1655332369747042,3.187844496297248,1235.8654377109024,True,False,False
12.597492101228731,3.887477932881626,2.7698513649439955,15.754771812906268,118.12694019924331,2.924455496035468,3.2805639214393016,0.34419989638913967,1.5646826177053863,7.507996778022339,1.0530094348695185,3.414765269077214,1242.5189944261904,True,False,False
13.78596551443695,1.9034376462919589,2.608959866114854,16.74167986502177,118.97958728704367,3.1161818024320365,2.8713874685322196,0.2389224960918658,1.511120916448929,5.895685117928745,0.822864667246218,3.4922702917603345,1312.475905073699,True,False,False
13.36495045183238,2.1700230599338464,2.251822551308573,16.779613717746507,107.7101343310489,2.9528134131159742,2.71853225313025,0.21290084062083303,1.6569797932612764,8.33487075030654,0.9875042753417568,3.572054332954859,1337.2002318653408,True,False,False
13.598768539497746,1.5634142293226703,2.6749496571104165,16.27452717652699,120.21699006502118,2.5812730782519213,3.150633617169155,0.4843117645911402,1.3694410172914306,8.432307290100495,1.1663688711850444,3.439581414834526,1282.5341865364994,True,False,False
14.054778655481702,3.4191102227281553,2.141604540168125,18.55604081885051,87.00212057190048,3.0972015643986595,3.237395338370021,0.26155895795224743,1.4016457497868542,8.384637108381387,1.0094357792290938,2.9349766367052883,1315.2664293396715,True,False,False
13.680166437608364,2.267609292943012,2.4590236510031644,16.5852817953896,126.76650680962268,2.9185322526713238,2.7345770095131527,0.3311645731428797,2.2916718944136774,4.428005007195223,1.2316896454368154,3.212096644357892,1279.4455645682358,True,False,False
13.899612447392899,1.8719419765321368,2.1935010599842397,15.885936468005418,111.10966857851164,2.9492517694922395,3.3943348660524766,0.2534417338241974,1.0948071849254846,6.7235716814901,0.963449907707137,2.6005807723852543,1271.5609424614008,True,False,False
13.30879414502451,4.072234264581771,2.7845844822299783,15.76655465070688,101.32072715715476,3.0167954336721614,3.3697268424204116,0.21790607032089981,2.2800917967903196,8.310407038517912,1.1582381045394399,3.3037537487603443,718.1802459975054,True,False,False
13.181870311561493,3.7252419951354776,2.056051932657748,16.51022370360166,99.92699499419302,2.9813005746437797,3.160813529466754,0.2762808613796547,1.2923477597561828,3.6532780366011313,1.2055722742398514,3.3206845676556815,1269.5028363233746,True,False,False
13.760250949981211,3.577342793754532,2.23948629078395,16.19652986790978,116.69069212912116,3.0440193650507186,3.0318659112222335,0.3710341582563777,1.9009213842050143,7.643243334484175,1.2518763435814235,3.0945326647823803,1207.241679777406,True,False,False
13.772174191209741,1.9818986345858327,2.121285862052407,15.833203973423668,125.93526404096876,1.886389337927682,3.3663249515666633,0.2429517821602813,2.370285787117165,3.4083239603880697,1.2424986566285803,3.2641349768261136,1195.8792187013246,True,False,False
12.985278256968696,1.9955114754502725,2.7099537849402475,18.24498075083773,127.96314634971665,2.9367906580999446,2.7170244471487677,0.221753840231143,2.372735485659498,3.731124848452442,1.124362624644649,3.437094967172077,1316.933358666248,True,False,False
13.747602864824227,1.8525490672347495,2.6792511297795567,15.585919895469448,88.20233419888336,2.51297105678909,3.19678473098905,0.2145544370110863,2.143065871109484,3.435739850681612,1.20045716103273,2.9800495189367933,1304.5332095479762,True,False,False
12.5426177754672,3.8134582286840146,2.1066925590661807,17.12496354612931,108.27488757240098,2.810081065686968,2.7671513908698655,0.2421855110406123,2.2995901239272083,5.7019444032759345,1.1761075425059768,3.561760202525775,1266.6130927119216,True,False,False
13.318731261142533,3.5380792513768196,2.7758370829996455,16.249411040938345,94.32863671460339,2.688316055832815,3.2427933611848614,0.22625188706481164,1.1463120909575746,2.8762191420133183,1.2130621004599256,3.0292902220152764,1303.8780022127592,True,False,False
13.958573793603893,3.6488981321398546,2.4707078826856255,15.629767563062419,127.24525561334744,2.202005493793746,3.1946989422982464,0.2376763308752202,1.5124078082403538,4.851531225001478,1.1723207658417532,3.0610338470656036,1272.6347165424995,True,False,False
13.846590455878742,3.8715728522433155,2.6462979773230164,17.61110531386979,87.22606448389021,2.905623330079261,3.2870723637692487,0.4047958962038928,1.3915583635315674,8.441055439997907,1.2501166274508289,3.3650900404319577,1324.916024231935,True,False,False
12.297250210941103,2.241530704605524,2.187858470303208,15.674612190613502,113.54409013890256,2.9568020291871244,3.3889574731823746,0.25247853668918563,2.2861700562777942,3.8515668771066878,1.2052139210215738,2.415267894087222,1202.858478697277,True,False,False
13.189058561389725,2.504568667109176,2.166337629563106,16.15989276638581,99.8672290212096,2.9611982503125844,2.9151784028157426,0.23209132483498646,2.369359589213669,6.380000191219573,1.1979456973306473,2.8128309132578666,1255.2527898784792,True,False,False
13.410373386123739,2.060482286222725,2.4662951969372644,17.227612118078937,108.19567561300808,3.104160017308444,3.0866757990984715,0.2313036181405917,1.1668677294717025,6.12407623702211,0.8087549927083021,3.4669087246150427,1335.3656832190402,True,False,False
13.400009021617324,4.234877368325797,2.3918320923612866,17.856365096259744,123.36445719977749,2.9635237949743938,2.771738861041036,0.2299762478169798,1.1129830656602242,7.54127466550008,1.076658448948654,3.277669685290348,1333.3480072760765,True,False,False
13.022695354633516,2.4128550552987114,2.847281655567492,17.561881193258994,124.7750164070799,3.0172440583852054,2.9526286056050486,0.21400091883875239,2.027048189283025,5.884262047785391,1.2053948900693374,1.892478924574429,1350.6669063375539,True,False,False
13.020740545195174,1.7091211824367516,2.7523683556357246,16.073218864178955,118.95515394214829,3.074208296057931,2.803328662838962,0.27013008963704044,2.23162516277074,7.133542206768009,1.2282770834125012,1.8890339942826544,1337.69770515432,True,False,False
13.381203227001775,1.8705503234311176,2.0612017014757593,15.735811005196911,112.64253755444048,2.290208926987033,3.2814326206364655,0.29793162893395614,1.1284489295480609,3.8490266794700116,1.2464267422144655,3.5589759735258424,1316.872066195951,True,False,False
14.037250046321518,3.126384636293985,2.2790831191681438,15.954200978732834,126.34082467634609,2.776721541001306,3.235289370055744,0.45275238034037857,2.322062889933905,5.367639934814039,1.251628349845487,2.4525614753134057,1218.9021035237306,True,False,False
13.138772700023775,2.540375502241206,2.522685122403133,15.522286759122775,97.46939090573804,2.4808759334647745,3.1666366685902068,0.20414184211277064,1.1582847304339912,5.824792391381952,1.218496028473547,3.4034766432710346,1301.0864793932055,True,False,False
12.775669266955974,1.5452170607894509,2.7634628634835803,17.760670534049247,128.2299879653528,2.8917055077886475,3.2543060199107847,0.21583090291220897,1.7578780421444653,8.452456157555917,1.2436479962828861,3.1218079178717666,974.0692465848758,True,False,False
13.365091078807442,3.7926164604588424,2.60332822984054,16.323120923578696,123.99631944824958,3.0255031826807928,2.9930931062730677,0.4118497813378837,2.2740134058179624,2.9490170961405866,1.263890647743478,2.224768796455321,1332.3812668576081,True,False,False
13.719205640527864,3.9641551158180173,2.0993045586858483,16.949868129894334,101.54202246527548,2.8756617221600704,3.022902147410501,0.23724279163047768,1.3696143164682608,5.383692239916115,1.178327433211996,3.315749967850434,1241.7640335482888,True,False,False
13.807777838003894,3.0189705032951615,2.136759538436629,16.08695622636964,127.33398267761805,2.896494678633218,3.0404274023179596,0.23894663400163912,1.537679691083346,6.5960164571361215,1.0836584658895403,2.350908381134559,1315.7257047727842,True,False,False
13.98012795760686,4.073691114247897,2.1873418098622683,16.183837667831995,128.17093278935576,2.761023178217571,3.249668971665656,0.2094680808516756,1.938087422341767,5.722068223716716,0.9502705973909904,2.6888577518860393,1211.5425419413148,True,False,False
13.312539883306258,1.675675338899343,2.4937036646156305,15.50422283527864,120.40096946586104,2.987053004294421,3.095937817708232,0.29734126128666766,2.056176637138283,8.396125126748336,1.0134640010760951,2.443016666296739,1295.097055328679,True,False,False
12.539127554191376,3.4241968952654895,2.3901660475268462,16.101520954279373,123.64826563990427,3.044514995008147,3.3109246988796714,0.2896914399947206,1.1131770831942538,7.746180984057354,0.8572207968841973,3.4550761685248546,1164.9403135811235,True,False,False
12.351430890066958,2.8346520246832068,2.5319580254884153,16.762468892027567,112.61486134699281,3.1059965676476162,3.047037636813238,0.3397702927918599,2.1776449490186467,2.9240440383007327,1.2382787801365291,3.1167282341779865,1319.6271490611118,True,False,False
13.572067722820746,2.2187759520239303,2.5816414577752296,17.65658793159363,105.18033671318656,3.1038077098557335,3.210111723945091,0.34503604169496405,2.1326576819595617,8.490798934354812,1.2311822601326547,2.603407549406296,1319.017491661815,True,False,False
13.002699059447268,1.7783152616231628,2.5698112890525096,16.499676628375173,124.28316063547257,2.5288952057083804,2.968023317908645,0.3163197214900322,2.317992057865703,8.592777527777356,1.259688738601235,3.286285284909197,1096.9048566484146,True,False,False
12.277912206803743,2.9507375268278895,2.677833858183192,16.051287066577864,105.59887762305041,3.1292929178893596,3.229187180255133,0.2073264777584356,2.1324187504661722,7.235390976891558,1.1078296058068096,2.6025406060045198,1218.3381883343163,True,False,False
12.955689343211153,2.5305025301592536,2.6874762150838776,19.20164638090686,119.4778605501503,2.888978651651933,3.3027773785775665,0.26415855164608354,1.9518956299537398,7.534708544565623,1.2327343497012302,2.883745577728501,1295.17059286762,True,False,False
